11
2.10877862595420e+001 	1.07541666666667e+000
7.78625954198473e+001	1.04520833333333e+000
8.92175572519084e+001	1.03312500000000e+000
1.13549618320611e+002	9.72708333333333e-001
1.58969465648855e+002	9.24375000000000e-001
1.86545801526718e+002	8.82083333333333e-001
2.28721374045802e+002	8.15625000000000e-001
2.53053435114504e+002	7.12916666666667e-001
2.83874045801527e+002	6.70625000000000e-001
3.64980916030534e+002	3.44375000000000e-001
4.16889312977099e+002	1.14791666666667e-001
